date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:36:53	443276/443276	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Aug%202025%2002:26:05%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/premium-addons.min.css?ver=4.11.28	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/premium-addons.min99bd.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:53	282034/282034	---M-Z	200	added ('OK')	text/css	date:Wed,%2030%20Jul%202025%2003:52:11%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css?ver=2.6.14	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main32bb.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:53	59344/59344	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Aug%202025%2006:05:14%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.8.6	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mine351.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:54	677/677	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Aug%202025%2006:05:14%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=6.8.6	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.mine351.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:54	435/435	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Aug%202025%2006:05:21%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/themesflat-addons-for-elementor/assets/css/tf-header-footer.css?ver=6.8.6	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/themesflat-addons-for-elementor/assets/css/tf-header-footere351.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:54	9361/9361	---M-Z	200	added ('OK')	text/css	date:Fri,%2016%20May%202025%2006:41:35%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/niche-frame.css?ver=1.0	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/niche-frame5152.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:55	30999/30999	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Aug%202025%2006:05:14%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:55	58129/58129	---M-Z	200	added ('OK')	text/css	date:Fri,%2016%20May%202025%2006:41:35%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/animate.min.css?ver=3.7.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/animate.minf3df.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:56	13837/13837	---M-Z	200	added ('OK')	text/css	date:Fri,%2016%20May%202025%2006:41:35%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/themify-icons.min.css?ver=1.0.0	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/themify-icons.min8a54.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:56	39974/39974	---M-Z	200	added ('OK')	text/css	date:Fri,%2016%20May%202025%2006:41:35%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/linea.min.css?ver=1.0.0	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/linea.min8a54.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:56	5599/5599	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Aug%202025%2006:05:21%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/themesflat-addons-for-elementor/assets/css/magnific.popup.css?ver=6.8.6	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/themesflat-addons-for-elementor/assets/css/magnific.popupe351.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:57	2884/2884	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Aug%202025%2006:05:21%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/themesflat-addons-for-elementor/assets/css/owl.carousel.css?ver=6.8.6	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/themesflat-addons-for-elementor/assets/css/owl.carousele351.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:57	5628/5628	---M-Z	200	added ('OK')	text/css	date:Fri,%2016%20May%202025%2006:41:35%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/juxtapose.css?ver=1.0	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/juxtapose5152.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:58	152371/152371	---M-Z	200	added ('OK')	text/css	date:Fri,%2016%20May%202025%2006:41:35%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/styles.css?ver=1.8.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/stylesef6d.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:58	7301/7301	---M-Z	200	added ('OK')	text/css	date:Fri,%2016%20May%202025%2006:41:35%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/responsive.css?ver=1.8.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/events-addon-for-elementor/assets/css/responsiveef6d.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:59	2969/2969	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/offcanvas.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/offcanvas1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:59	325/325	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/navmenu.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/navmenu1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:36:59	157/157	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/headerinfo.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/headerinfo1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:00	7732/7732	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-navmenu.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-navmenu1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:00	640/640	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/search.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/search1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:00	117/117	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/site_logo.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/site_logo1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:01	3478/3478	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-blog-post.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-blog-post1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:01	3398/3398	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-post-block.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-post-block1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:02	3884/3884	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/cta.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/cta1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:02	903/903	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/blockquote.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/blockquote1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:02	3760/3760	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_share.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_share1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:03	3760/3760	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_icon.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_icon1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:03	8820/8820	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit_team.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit_team1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:04	1334/1334	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/running_text.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/running_text1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:04	4959/4959	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/animated_heading.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/animated_heading1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:04	3451/3451	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/card_slider.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/card_slider1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:05	1442/1442	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/accordion.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/accordion1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:05	6225/6225	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/testimonial_carousel.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/testimonial_carousel1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:06	18449/18449	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/swiper-bundle.min.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/swiper-bundle.min1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:08	2684/2684	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/tabs.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/tabs1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:08	3497/3497	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/progress-bar.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/progress-bar1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:08	408/408	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/counter.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/counter1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:09	2577/2577	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/countdown.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/countdown1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:09	9477/9477	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/pricelist.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/pricelist1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:10	1587/1587	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/advanced_heading.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/advanced_heading1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:10	3369/3369	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_comparison.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_comparison1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:10	3122/3122	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/postlist.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/postlist1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:11	7596/7596	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/pricingbox.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/pricingbox1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:12	9783/9783	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_box.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_box1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:13	5047/5047	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_accordion.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_accordion1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:13	2032/2032	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/dual_button.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/dual_button1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:14	1989/1989	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_gallery.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_gallery1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:14	9224/9224	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/home_slider.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/home_slider1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:14	15346/15346	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/woo_product_grid.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/woo_product_grid1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:15	3192/3192	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/client_grid.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/client_grid1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:15	71/71	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/barchart.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/barchart1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:15	72/72	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/linechart.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/linechart1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
22:37:16	71/71	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Aug%202025%2006:40:33%20GMT	https://nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/piechart.css?ver=1.6.2	C:/Meus%20Sites/SiteTLCM/nva.nirmanavisual.com/pemogan/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/piechart1f22.css	(from https://nva.nirmanavisual.com/pemogan/template-kit/home/)
